date,snippet,text_clean,case_folding,tokenize,stemming,aamiin,abdurahman,abdurrahman,acara,ada,adalah,adem,afif,agak,agama,aja,ajar,akan,akhir,akrab,akses,aksesoris,aku,al,alam,alami,albab,alhamdulillah,allah,almarhum,amal,anak,anda,aneka,apa,area,areal,asa,asli,asmaul,asri,asyari,atau,atur,awal,awat,ayah,bagai,bagi,bagus,bahkan,baik,baju,banget,bangsa,bangun,bantu,banyak,bapak,barat,barokah,baru,bawa,bayar,beberapa,beda,begitu,belakang,beli,beliau,belum,benar,beri,berkah,bersih,besar,betul,biasa,bila,bis,bisa,bpk,buah,buat,buka,bukan,bulan,bunga,bus,cara,cari,cinta,cocok,cukup,cuman,daerah,dagang,dahulu,dalam,damai,dan,dana,dapat,dari,datang,dekat,dengan,depan,desember,destinasi,dg,dgn,di,diri,dll,doa,dr,dua,duduk,dukung,dulu,dunia,dur,ekonomi,fasilitas,fatihah,foto,ga,gak,gang,gelar,gerbang,giat,gitu,gk,gratis,gresik,guru,gus,gusdur,hadap,hadir,hal,hampir,hanya,harap,harga,hari,haru,harus,hasil,hasyim,hati,hidup,hingga,hormat,ia,ibadah,ikan,ikut,indah,indonesia,ingat,ingin,ini,inspirasi,insyaallah,ireng,islam,istirahat,isya,itu,izin,jadi,jadwal,jaga,jajan,jalan,jam,jamaah,jaman,jangan,jangkau,jarak,jasa,jauh,jawa,jd,jelang,jika,jombang,jual,juang,juga,jumlah,kabupaten,kakek,kaki,kalau,kali,kalo,kamar,kami,kampung,kanan,karena,kata,kawasan,ke,keliling,kelola,keluar,keluarga,kembali,kemudian,kena,kenal,kendara,kerja,kesana,kesini,ketika,kh,khas,kiai,kini,kios,kita,kok,komplek,kompleks,kondisi,kota,kotak,kunjung,kurang,lagi,lah,lahir,lain,laku,lalu,lama,langsung,lantai,layan,lebih,lengkap,letak,lewat,lg,libur,lihat,lokal,lokasi,lspt,luar,luas,lumayan,lupa,macam,maka,makam,makan,makin,malam,mampir,mana,mandi,mantan,manusia,masih,masjid,masuk,masya,masyaallah,masyarakat,mau,maupun,mbah,mereka,meski,milik,minggu,mobil,moga,mohon,motor,mu,mudah,mulai,mungkin,murah,museum,musholla,muslim,nahdlatul,naik,nama,namun,nasional,negeri,ngaji,nggak,nilainilai,non,nu,nusantara,nya,nyaman,oleh,oleholeh,orang,organisasi,pada,padat,pagi,pakai,panas,panitia,panjang,papua,para,parkir,pas,pasar,pasti,pekan,penting,perhati,perlu,pernah,pertama,pesantren,pihak,pilih,pintu,pluralisme,pokok,politik,pondok,ponpes,poro,presiden,pukul,pula,pulang,puluh,pun,punya,pusat,putri,putus,ramah,ramai,rame,rapi,rasa,ratus,raya,rb,religi,republik,resmi,ri,rombong,ruang,rumah,rupa,saat,saja,salah,sama,sampah,sampai,sana,sang,sangat,santri,sapa,saran,satu,saya,sayang,sebut,sedia,sehingga,sejarah,sejuk,sekali,sekaligus,sekarang,sekian,sekitar,selain,selalu,seluruh,sementara,sempat,semua,senang,sendiri,seperti,sepi,sering,serta,sesuai,siang,sih,simbol,sini,sisi,sopan,sore,sosial,sosok,souvenir,spiritual,spot,suasana,subhanallah,subuh,sudah,suka,sunan,swt,syukur,tahu,tahun,tak,tambah,tanggal,tanpa,tapi,tarik,tata,tau,tawar,tdk,tebu,tebuireng,telah,tempat,temu,tenang,tengah,tentang,tentu,tepat,terima,terlalu,tertib,terus,tetap,tetapi,tgl,tiap,tiba,tidak,tiga,tiket,timur,tinggal,tingkat,tionghoa,toilet,toko,tokoh,toleransi,tolong,tp,tua,tuju,tunggu,turut,tutup,ubah,udah,ulama,umat,umkm,umum,unik,unjung,untuk,utama,utk,wachid,wafat,wahid,wajib,waktu,walaupun,wali,waliyullah,warga,wib,wilayah,wisata,ya,yaitu,yang,yg,ziarah,ziaroh
sebulan lalu,"Makam Gus Dur berada di kompleks pondok pesantren Tebuireng-Diwek-Jombang. Destinasi wisata religi yg tak pernah sepi oleh peziarah. Gus Dur adalah tokoh pluralisme Indonesia. Yg berziarah bukan hanya umat muslim saja, tp sdh dari lintas agama.

Utk menuju makam, disediakan lahan parkir sgt luas diarea belakang. Dg berjalan kaki, kita akan melewati kios² yg menjual berbagai macam oleh², dr busana muslim, makanan, aksesoris, kedai kopi dan msh banyak lg yg lainnya. Yg secara tdk lgsg sgt membantu perekonomian masyarakat sekitar.

Setelah melewati kios² td, akan terlihat pintu utama masuk area pesarehan.
Melewati lorong yg tdk begitu jauh, kita akan sampai di area pemakaman.","Makam Gus Dur berada di kompleks pondok pesantren TebuirengDiwekJombang Destinasi wisata religi yg tak pernah sepi oleh peziarah Gus Dur adalah tokoh pluralisme Indonesia Yg berziarah bukan hanya umat muslim saja tp sdh dari lintas agama

Utk menuju makam disediakan lahan parkir sgt luas diarea belakang Dg berjalan kaki kita akan melewati kios yg menjual berbagai macam oleh dr busana muslim makanan aksesoris kedai kopi dan msh banyak lg yg lainnya Yg secara tdk lgsg sgt membantu perekonomian masyarakat sekitar

Setelah melewati kios td akan terlihat pintu utama masuk area pesarehan
Melewati lorong yg tdk begitu jauh kita akan sampai di area pemakaman","makam gus dur berada di kompleks pondok pesantren tebuirengdiwekjombang destinasi wisata religi yg tak pernah sepi oleh peziarah gus dur adalah tokoh pluralisme indonesia yg berziarah bukan hanya umat muslim saja tp sdh dari lintas agama

utk menuju makam disediakan lahan parkir sgt luas diarea belakang dg berjalan kaki kita akan melewati kios yg menjual berbagai macam oleh dr busana muslim makanan aksesoris kedai kopi dan msh banyak lg yg lainnya yg secara tdk lgsg sgt membantu perekonomian masyarakat sekitar

setelah melewati kios td akan terlihat pintu utama masuk area pesarehan
melewati lorong yg tdk begitu jauh kita akan sampai di area pemakaman","['makam', 'gus', 'dur', 'berada', 'di', 'kompleks', 'pondok', 'pesantren', 'tebuirengdiwekjombang', 'destinasi', 'wisata', 'religi', 'yg', 'tak', 'pernah', 'sepi', 'oleh', 'peziarah', 'gus', 'dur', 'adalah', 'tokoh', 'pluralisme', 'indonesia', 'yg', 'berziarah', 'bukan', 'hanya', 'umat', 'muslim', 'saja', 'tp', 'sdh', 'dari', 'lintas', 'agama', 'utk', 'menuju', 'makam', 'disediakan', 'lahan', 'parkir', 'sgt', 'luas', 'diarea', 'belakang', 'dg', 'berjalan', 'kaki', 'kita', 'akan', 'melewati', 'kios', 'yg', 'menjual', 'berbagai', 'macam', 'oleh', 'dr', 'busana', 'muslim', 'makanan', 'aksesoris', 'kedai', 'kopi', 'dan', 'msh', 'banyak', 'lg', 'yg', 'lainnya', 'yg', 'secara', 'tdk', 'lgsg', 'sgt', 'membantu', 'perekonomian', 'masyarakat', 'sekitar', 'setelah', 'melewati', 'kios', 'td', 'akan', 'terlihat', 'pintu', 'utama', 'masuk', 'area', 'pesarehan', 'melewati', 'lorong', 'yg', 'tdk', 'begitu', 'jauh', 'kita', 'akan', 'sampai', 'di', 'area', 'pemakaman']","['makam', 'gus', 'dur', 'ada', 'di', 'kompleks', 'pondok', 'pesantren', 'tebuirengdiwekjombang', 'destinasi', 'wisata', 'religi', 'yg', 'tak', 'pernah', 'sepi', 'oleh', 'ziarah', 'gus', 'dur', 'adalah', 'tokoh', 'pluralisme', 'indonesia', 'yg', 'ziarah', 'bukan', 'hanya', 'umat', 'muslim', 'saja', 'tp', 'sdh', 'dari', 'lintas', 'agama', 'utk', 'tuju', 'makam', 'sedia', 'lahan', 'parkir', 'sgt', 'luas', 'area', 'belakang', 'dg', 'jalan', 'kaki', 'kita', 'akan', 'lewat', 'kios', 'yg', 'jual', 'bagai', 'macam', 'oleh', 'dr', 'busana', 'muslim', 'makan', 'aksesoris', 'kedai', 'kopi', 'dan', 'msh', 'banyak', 'lg', 'yg', 'lain', 'yg', 'cara', 'tdk', 'lgsg', 'sgt', 'bantu', 'ekonomi', 'masyarakat', 'sekitar', 'telah', 'lewat', 'kios', 'td', 'akan', 'lihat', 'pintu', 'utama', 'masuk', 'area', 'sareh', 'lewat', 'lorong', 'yg', 'tdk', 'begitu', 'jauh', 'kita', 'akan', 'sampai', 'di', 'area', 'makam']",0.0,0.0,0.0,0.0,0.05623450237778105,0.09116894155584782,0.0,0.0,0.0,0.10829516505812184,0.0,0.0,0.24768790505758004,0.0,0.0,0.0,0.1158561096787443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21638735236970028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08256263501919335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10829516505812184,0.055304525715629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10264782103450637,0.10829516505812184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10829516505812184,0.0,0.0,0.0,0.10829516505812184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041794605310054814,0.0,0.0,0.06238478401145365,0.0,0.0,0.0,0.0,0.0,0.10028024077858806,0.11175912025724663,0.0,0.09403590261076765,0.0,0.0,0.0,0.1052945505798307,0.0,0.0,0.0,0.0,0.0,0.1071052681562388,0.10829516505812184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10438064865833786,0.0,0.0,0.0,0.0,0.0,0.0927192961579656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07345133579645308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06598788039086484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08360799693522532,0.0,0.0,0.0,0.0,0.0,0.07028112633337923,0.0,0.0,0.0,0.0,0.0,0.08971868167967446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21659033011624368,0.14971249008815143,0.0,0.0,0.088356371930724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08470437187843184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575709857006063,0.11175912025724663,0.0,0.09438459335760266,0.0,0.0,0.0,0.0,0.07149608323419392,0.0,0.0,0.10829516505812184,0.0,0.11477827761362357,0.07880872445744644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07028112633337923,0.0,0.0,0.10028024077858806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2105891011596614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13825700595655124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05720463413041154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07796065291160988,0.0,0.07088039461578521,0.0,0.0,0.09438459335760266,0.10264782103450637,0.0,0.0,0.07028112633337923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06598788039086484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0927192961579656,0.0,0.0,0.0,0.08360799693522532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0927192961579656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07969006207718923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08256263501919335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08585699523353545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2417408389599738,0.0,0.0,0.0927192961579656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08256263501919335,0.0,0.0,0.11175912025724663,0.0,0.08256263501919335,0.0,0.0,0.0,0.0,0.0,0.0,0.1158561096787443,0.0,0.0,0.0,0.0,0.0,0.10028024077858806,0.1052945505798307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0685736296305989,0.0,0.0,0.0,0.3901890813406677,0.09002051422361933,0.0
2 bulan lalu,Tempat ziarah yang nyaman buat ziarah sekeluarga maupun rombongan. Didekat makam ada pasar juga yang menyediakan banyak barang juga makanan buat oleh-oleh. pas weekend tempatnya selalu rame oleh peziarah dari penduduk lokal maupun luar kota. tempatnya juga indah. parkirannya agak jauh dari makam jadi ya harus jalan kaki ke makam.,Tempat ziarah yang nyaman buat ziarah sekeluarga maupun rombongan Didekat makam ada pasar juga yang menyediakan banyak barang juga makanan buat oleholeh pas weekend tempatnya selalu rame oleh peziarah dari penduduk lokal maupun luar kota tempatnya juga indah parkirannya agak jauh dari makam jadi ya harus jalan kaki ke makam,tempat ziarah yang nyaman buat ziarah sekeluarga maupun rombongan didekat makam ada pasar juga yang menyediakan banyak barang juga makanan buat oleholeh pas weekend tempatnya selalu rame oleh peziarah dari penduduk lokal maupun luar kota tempatnya juga indah parkirannya agak jauh dari makam jadi ya harus jalan kaki ke makam,"['tempat', 'ziarah', 'yang', 'nyaman', 'buat', 'ziarah', 'sekeluarga', 'maupun', 'rombongan', 'didekat', 'makam', 'ada', 'pasar', 'juga', 'yang', 'menyediakan', 'banyak', 'barang', 'juga', 'makanan', 'buat', 'oleholeh', 'pas', 'weekend', 'tempatnya', 'selalu', 'rame', 'oleh', 'peziarah', 'dari', 'penduduk', 'lokal', 'maupun', 'luar', 'kota', 'tempatnya', 'juga', 'indah', 'parkirannya', 'agak', 'jauh', 'dari', 'makam', 'jadi', 'ya', 'harus', 'jalan', 'kaki', 'ke', 'makam']","['tempat', 'ziarah', 'yang', 'nyaman', 'buat', 'ziarah', 'keluarga', 'maupun', 'rombong', 'dekat', 'makam', 'ada', 'pasar', 'juga', 'yang', 'sedia', 'banyak', 'barang', 'juga', 'makan', 'buat', 'oleholeh', 'pas', 'weekend', 'tempat', 'selalu', 'rame', 'oleh', 'ziarah', 'dari', 'duduk', 'lokal', 'maupun', 'luar', 'kota', 'tempat', 'juga', 'indah', 'parkir', 'agak', 'jauh', 'dari', 'makam', 'jadi', 'ya', 'harus', 'jalan', 'kaki', 'ke', 'makam']",0.0,0.0,0.0,0.0,0.08987067997763382,0.0,0.0,0.0,0.14817853524843055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08838444587833544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2638935114984436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19939939796043724,0.0,0.14817853524843055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17307097441141323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1412059659108557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17307097441141323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1132768850413181,0.0,0.0,0.0,0.1054579560635173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13361739178660292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29140035143553084,0.0,0.0,0.0,0.14338312936570138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07616259796857215,0.0,0.0,0.0,0.1288219859038738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17307097441141323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18515443217482816,0.0,0.0,0.13915328160502888,0.0,0.0,0.0,0.0,0.0,0.18343190425160838,0.1259474762945375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32809144153602315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12735597833202422,0.11047711468588012,0.14338312936570138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09142108758489034,0.16026199301184546,0.14338312936570138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17307097441141323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13721160882047737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14817853524843055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1259474762945375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24526825665482385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14570084955001789,0.0,0.14961451963447187,0.0,0.21579825062369892,0.0
